Game,Owners,Price,_id,developer,genre,release date,reviews
Unfortunate Spacemen,"200,000 - 500,000",14.99,60c18ad2d47d95d95a206f1a,"Geoff 'Zag' Keene","Action,Indie,Early Access",2016-05-06T00:00:00.000Z, 77% 
Headsnatchers,"200,000 - 500,000",14.99,60c18ad2d47d95d95a206f1b,IguanaBee,"Action,Casual,Indie,Sports,Early Access",2018-07-24T00:00:00.000Z, 79% 
Wild West Saga: Idle Tycoon Clicker,"100,000 - 200,000",0,60c18ad2d47d95d95a206f1c,Tamasenco,"Casual,Free to Play,Indie,Simulation",2018-05-30T00:00:00.000Z, 67% 
Business Tour - Board Game with Online Multiplayer,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206f1d,Creobit,"Casual,Free to Play,Indie,Massively Multiplayer,Strategy",2017-07-27T00:00:00.000Z, 63% 
Blender,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206f1e,Blender Foundation,"Animation & Modeling,Design & Illustration,Video Production",2015-07-03T00:00:00.000Z, 96% 
DOKA 2 KISHKI EDITION,"100,000 - 200,000",0.99,60c18ad2d47d95d95a206f1f,Agafonoff,"Action,Adventure,Casual,Indie,RPG,Simulation",2018-11-05T00:00:00.000Z, 88% 
Shank 2,"200,000 - 500,000",9.99,60c18ad2d47d95d95a206f20,Klei Entertainment,"Action,Adventure,Indie",2012-02-07T00:00:00.000Z, 81% 
SCP: Secret Laboratory,"5,000,000 - 10,000,000",0,60c18ad2d47d95d95a206f21,Northwood Studios,"Action,Free to Play",2017-12-29T00:00:00.000Z, 84% 
VRChat,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206f22,VRChat Inc.,"Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Early Access",2017-02-01T00:00:00.000Z, 88% 
Aim Lab,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206f23,Statespace,"Action,Adventure,Casual,Free to Play,Indie,Simulation,Early Access",2018-02-07T00:00:00.000Z, 81% 
Alien Swarm: Reactive Drop,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206f24,Reactive Drop Team,"Action,Free to Play",2017-04-20T00:00:00.000Z, 93% 
Fuse,"200,000 - 500,000",0,60c18ad2d47d95d95a206f25,Mixamo,"Animation & Modeling,Design & Illustration,Utilities,Video Production",2013-11-06T00:00:00.000Z, 61% 
.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,"0 - 20,000",453.42,60c18ad2d47d95d95a206f26,Veslo Games,"Action,Adventure,Indie,Simulation",2018-05-03T00:00:00.000Z, 77% 
The Madness of Little Emma,"20,000 - 50,000",8.99,60c18ad2d47d95d95a206f27,Bartosz Bojarowski,"Action,Indie",2015-12-21T00:00:00.000Z, 78% 
Dead6hot,"200,000 - 500,000",0.99,60c18ad2d47d95d95a206f28,Chuck Productions,"Action,Casual",2016-02-01T00:00:00.000Z, 45% 
Ninja Stealth 2,"50,000 - 100,000",11.92,60c18ad2d47d95d95a206f29,SC Jogos,"Action,Adventure,Indie,Strategy",2017-01-30T00:00:00.000Z, 53% 
Botology,"50,000 - 100,000",0.99,60c18ad2d47d95d95a206f2a,Black Lime Studio,"Action,Indie",2015-06-24T00:00:00.000Z, 29% 
