Game,Owners,Price,_id,developer,genre,release date,reviews
The Forest,"5,000,000 - 10,000,000",19.99,60c18a8de0731fd74dc0a04d,Endnight Games Ltd,"Action,Adventure,Indie,Simulation",2018-04-30T00:00:00.000Z, 92% 
Overcooked! 2,"1,000,000 - 2,000,000",24.99,60c18a8de0731fd74dc0a04e,"Ghost Town Games Ltd.,Team17 Digital Ltd","Action,Casual,Indie",2018-08-07T00:00:00.000Z, 81% 
Warhammer: Vermintide 2,"2,000,000 - 5,000,000",29.99,60c18a8de0731fd74dc0a04f,Fatshark,Action,2018-03-08T00:00:00.000Z, 75% 
Mortal Kombat 11,"1,000,000 - 2,000,000",59.99,60c18a8de0731fd74dc0a050,"NetherRealm Studios,QLOC,Shiver",Action,2019-04-23T00:00:00.000Z, 59% 
Squad,"1,000,000 - 2,000,000",39.99,60c18a8de0731fd74dc0a051,Offworld Industries,"Action,Indie,Strategy,Early Access",2015-12-14T00:00:00.000Z, 83% 
Terraria,"20,000,000 - 50,000,000",9.99,60c18a8de0731fd74dc0a052,Re-Logic,"Action,Adventure,Indie,RPG",2011-05-16T00:00:00.000Z, 96% 
Kerbal Space Program,"2,000,000 - 5,000,000",39.99,60c18a8de0731fd74dc0a053,Squad,"Indie,Simulation",2015-04-27T00:00:00.000Z, 90% 
Hearts of Iron IV,"2,000,000 - 5,000,000",39.99,60c18a8de0731fd74dc0a054,Paradox Development Studio,"Simulation,Strategy",2016-06-06T00:00:00.000Z, 86% 
RimWorld,"2,000,000 - 5,000,000",34.99,60c18a8de0731fd74dc0a055,Ludeon Studios,"Indie,Simulation,Strategy",2018-10-17T00:00:00.000Z, 97% 
Stardew Valley,"5,000,000 - 10,000,000",14.99,60c18a8de0731fd74dc0a056,ConcernedApe,"Indie,RPG,Simulation",2016-02-26T00:00:00.000Z, 96% 
ARK: Survival Evolved,"5,000,000 - 10,000,000",49.99,60c18a8de0731fd74dc0a057,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","Action,Adventure,Indie,Massively Multiplayer,RPG",2017-08-27T00:00:00.000Z, 69% 
Arma 3,"5,000,000 - 10,000,000",57.98,60c18a8de0731fd74dc0a058,Bohemia Interactive,"Action,Simulation,Strategy",2013-09-12T00:00:00.000Z, 89% 
Divinity: Original Sin 2 - Definitive Edition,"5,000,000 - 10,000,000",44.99,60c18a8de0731fd74dc0a059,Larian Studios,"Adventure,RPG,Strategy",2017-09-14T00:00:00.000Z, 94% 
Risk of Rain 2,"5,000,000 - 10,000,000",19.99,60c18a8de0731fd74dc0a05a,Hopoo Games,"Action,Indie,Early Access",2019-03-28T00:00:00.000Z, 94% 
Team Fortress 2,"50,000,000 - 100,000,000",0,60c18a8de0731fd74dc0a05b,Valve,"Action,Free to Play",2007-10-10T00:00:00.000Z, 93% 
Beat Saber,"2,000,000 - 5,000,000",29.99,60c18a8de0731fd74dc0a05c,Beat Games,Indie,2019-05-21T00:00:00.000Z, 93% 
War Thunder,"20,000,000 - 50,000,000",0,60c18a8de0731fd74dc0a05d,Gaijin Entertainment,"Action,Free to Play,Massively Multiplayer,Simulation",2013-08-15T00:00:00.000Z, 78% 
Dead by Daylight,"10,000,000 - 20,000,000",19.99,60c18a8de0731fd74dc0a05e,Behaviour Digital Inc.,Action,2016-06-14T00:00:00.000Z, 76% 
Dying Light,"5,000,000 - 10,000,000",39.99,60c18a8de0731fd74dc0a05f,Techland,"Action,RPG",2015-01-26T00:00:00.000Z, 92% 
Borderlands: The Pre-Sequel,"2,000,000 - 5,000,000",39.99,60c18a8de0731fd74dc0a060,"2K Australia,Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2014-10-14T00:00:00.000Z, 80% 
Cities: Skylines,"5,000,000 - 10,000,000",29.99,60c18a8de0731fd74dc0a061,Colossal Order Ltd.,"Simulation,Strategy",2015-03-10T00:00:00.000Z, 91% 
Stellaris,"2,000,000 - 5,000,000",39.99,60c18a8de0731fd74dc0a062,Paradox Development Studio,"Simulation,Strategy",2016-05-09T00:00:00.000Z, 77% 
American Truck Simulator,"2,000,000 - 5,000,000",19.99,60c18a8de0731fd74dc0a063,SCS Software,"Indie,Simulation",2016-02-02T00:00:00.000Z, 92% 
Total War: WARHAMMER II,"2,000,000 - 5,000,000",59.99,60c18a8de0731fd74dc0a064,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2017-09-28T00:00:00.000Z, 85% 
Hell Let Loose,"1,000,000 - 2,000,000",29.99,60c18a8de0731fd74dc0a065,Black Matter Pty Ltd,"Action,Indie,Simulation,Strategy,Early Access",2019-06-06T00:00:00.000Z, 72% 
Black Desert Online,"5,000,000 - 10,000,000",9.99,60c18a8de0731fd74dc0a066,Pearl Abyss,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2017-05-24T00:00:00.000Z, 64% 
The Elder Scrolls V: Skyrim Special Edition,"2,000,000 - 5,000,000",39.99,60c18a8de0731fd74dc0a067,Bethesda Game Studios,RPG,2016-10-27T00:00:00.000Z, 83% 
Fallout 4,"5,000,000 - 10,000,000",29.99,60c18a8de0731fd74dc0a068,Bethesda Game Studios,RPG,2015-11-09T00:00:00.000Z, 70% 
Rust,"20,000,000 - 50,000,000",34.99,60c18a8de0731fd74dc0a069,Facepunch Studios,"Action,Adventure,Indie,Massively Multiplayer,RPG",2018-02-08T00:00:00.000Z, 80% 
Grand Theft Auto V,"20,000,000 - 50,000,000",29.99,60c18a8de0731fd74dc0a06a,Rockstar North,"Action,Adventure",2015-04-14T00:00:00.000Z, 70% 
Warframe,"20,000,000 - 50,000,000",19.99,60c18a8de0731fd74dc0a06b,Digital Extremes,"Action,Free to Play",2013-03-25T00:00:00.000Z, 91% 
MORDHAU,"2,000,000 - 5,000,000",29.99,60c18a8de0731fd74dc0a06c,Triternion,"Action,Indie",2019-04-29T00:00:00.000Z, 73% 
Total War: THREE KINGDOMS,"2,000,000 - 5,000,000",59.99,60c18a8de0731fd74dc0a06d,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2019-05-23T00:00:00.000Z, 83% 
FINAL FANTASY XIV Online,"2,000,000 - 5,000,000",19.99,60c18a8de0731fd74dc0a06e,Square Enix,"Massively Multiplayer,RPG",2014-02-18T00:00:00.000Z, 81% 
Borderlands 2,"10,000,000 - 20,000,000",19.99,60c18a8de0731fd74dc0a06f,"Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2012-09-17T00:00:00.000Z, 96% 
Path of Exile,"10,000,000 - 20,000,000",0,60c18a8de0731fd74dc0a070,Grinding Gear Games,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",2013-10-23T00:00:00.000Z, 91% 
Dota 2,"100,000,000 - 200,000,000",0,60c18a8de0731fd74dc0a071,Valve,"Action,Free to Play,Strategy",2013-07-09T00:00:00.000Z, 85% 
Counter-Strike: Global Offensive,"50,000,000 - 100,000,000",0,60c18a8de0731fd74dc0a072,"Valve,Hidden Path Entertainment","Action,Free to Play",2012-08-21T00:00:00.000Z, 86% 
Plants vs. Zombies GOTY Edition,"2,000,000 - 5,000,000",4.99,60c18a8de0731fd74dc0a073,"PopCap Games, Inc.",Strategy,2009-05-05T00:00:00.000Z, 96% 
Production Line : Car factory simulation,"100,000 - 200,000",24.99,60c18a8de0731fd74dc0a074,Positech Games,"Indie,Simulation,Strategy",2019-03-07T00:00:00.000Z, 85% 
Mirror,"2,000,000 - 5,000,000",1.99,60c18a8de0731fd74dc0a075,KAGAMI WORKs,"Adventure,Indie,RPG",2018-04-19T00:00:00.000Z, 96% 
Totally Accurate Battlegrounds,"1,000,000 - 2,000,000",4.99,60c18a8de0731fd74dc0a076,Landfall,"Action,Indie",2018-06-05T00:00:00.000Z, 72% 
100% Orange Juice,"500,000 - 1,000,000",6.99,60c18a8de0731fd74dc0a077,Orange_Juice,"Indie,Strategy",2013-09-10T00:00:00.000Z, 94% 
Moonlighter,"500,000 - 1,000,000",19.99,60c18a8de0731fd74dc0a078,Digital Sun,"Action,Adventure,Indie",2018-05-29T00:00:00.000Z, 77% 
Battlerite,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a079,Stunlock Studios,"Action,Free to Play",2017-11-08T00:00:00.000Z, 83% 
Yakuza Kiwami,"200,000 - 500,000",19.99,60c18a8de0731fd74dc0a07a,SEGA,"Action,Adventure,RPG",2019-02-19T00:00:00.000Z, 92% 
Firewatch,"1,000,000 - 2,000,000",19.99,60c18a8de0731fd74dc0a07b,Campo Santo,"Adventure,Indie",2016-02-09T00:00:00.000Z, 85% 
Saints Row IV,"2,000,000 - 5,000,000",14.99,60c18a8de0731fd74dc0a07c,Deep Silver Volition,"Action,Adventure",2013-08-19T00:00:00.000Z, 91% 
Lobotomy Corporation | Monster Management Simulation,"500,000 - 1,000,000",24.99,60c18a8de0731fd74dc0a07d,Project Moon,"Indie,Simulation",2018-04-09T00:00:00.000Z, 89% 
911 Operator,"500,000 - 1,000,000",88.94,60c18a8de0731fd74dc0a07e,Jutsu Games,"Casual,Indie,Simulation,Strategy",2017-02-24T00:00:00.000Z, 82% 
Geometry Dash,"2,000,000 - 5,000,000",3.99,60c18a8de0731fd74dc0a07f,RobTop Games,"Action,Indie",2014-12-22T00:00:00.000Z, 94% 
Black Mesa,"2,000,000 - 5,000,000",19.99,60c18a8de0731fd74dc0a080,Crowbar Collective,"Action,Adventure,Indie,Early Access",2015-05-05T00:00:00.000Z, 93% 
Unturned,"20,000,000 - 50,000,000",0,60c18a8de0731fd74dc0a081,Smartly Dressed Games,"Action,Adventure,Casual,Free to Play,Indie",2017-07-07T00:00:00.000Z, 90% 
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"1,000,000 - 2,000,000",29.99,60c18a8de0731fd74dc0a082,CyberConnect2 Co. Ltd.,"Action,Adventure",2016-02-04T00:00:00.000Z, 82% 
Star Trek Timelines,"200,000 - 500,000",0,60c18a8de0731fd74dc0a083,Disruptor Beam Inc.,"Adventure,Free to Play,RPG,Strategy",2016-01-14T00:00:00.000Z, 51% 
Railway Empire,"500,000 - 1,000,000",49.99,60c18a8de0731fd74dc0a084,Gaming Minds Studios,"Simulation,Strategy",2018-01-26T00:00:00.000Z, 79% 
AdVenture Capitalist,"5,000,000 - 10,000,000",0,60c18a8de0731fd74dc0a085,Hyper Hippo Games,"Casual,Free to Play,Indie",2015-03-30T00:00:00.000Z, 89% 
Lethal League Blaze,"200,000 - 500,000",19.99,60c18a8de0731fd74dc0a086,Team Reptile,"Action,Indie,Sports",2018-10-24T00:00:00.000Z, 96% 
Getting Over It with Bennett Foddy,"2,000,000 - 5,000,000",7.99,60c18a8de0731fd74dc0a087,Bennett Foddy,Action,2017-12-06T00:00:00.000Z, 79% 
Saints Row: The Third,"2,000,000 - 5,000,000",9.99,60c18a8de0731fd74dc0a088,Volition,Action,2011-11-14T00:00:00.000Z, 95% 
Super Animal Royale,"500,000 - 1,000,000",12.99,60c18a8de0731fd74dc0a089,Pixile,"Action,Adventure,Casual,Indie,Massively Multiplayer,Early Access",2018-12-12T00:00:00.000Z, 96% 
Workers & Resources: Soviet Republic,"200,000 - 500,000",24.99,60c18a8de0731fd74dc0a08a,3Division,"Indie,Simulation,Strategy,Early Access",2019-03-15T00:00:00.000Z, 81% 
FTL: Faster Than Light,"1,000,000 - 2,000,000",9.99,60c18a8de0731fd74dc0a08b,Subset Games,"Indie,Simulation,Strategy",2012-09-14T00:00:00.000Z, 96% 
Total War: NAPOLEON – Definitive Edition,"1,000,000 - 2,000,000",24.99,60c18a8de0731fd74dc0a08c,"CREATIVE ASSEMBLY,Feral Interactive (Mac)",Strategy,2010-02-25T00:00:00.000Z, 88% 
Green Hell,"500,000 - 1,000,000",19.99,60c18a8de0731fd74dc0a08d,Creepy Jar,"Indie,Simulation,Early Access",2018-08-29T00:00:00.000Z, 83% 
Fallout Shelter,"5,000,000 - 10,000,000",0,60c18a8de0731fd74dc0a08e,Bethesda Game Studios,"Free to Play,RPG,Simulation",2017-03-29T00:00:00.000Z, 85% 
Plague Inc: Evolved,"2,000,000 - 5,000,000",14.99,60c18a8de0731fd74dc0a08f,Ndemic Creations,"Casual,Indie,Simulation,Strategy",2016-02-18T00:00:00.000Z, 93% 
Grand Theft Auto: San Andreas,"5,000,000 - 10,000,000",14.99,60c18a8de0731fd74dc0a090,Rockstar Games,Action,2005-06-06T00:00:00.000Z, 88% 
Dead Cells,"2,000,000 - 5,000,000",24.99,60c18a8de0731fd74dc0a091,Motion Twin,"Action,Indie",2018-08-06T00:00:00.000Z, 94% 
Dungeon Defenders II,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a092,Trendy Entertainment,"Action,Free to Play,Indie,RPG,Strategy",2017-06-20T00:00:00.000Z, 73% 
Among Us,"20,000,000 - 50,000,000",4.99,60c18a8de0731fd74dc0a093,Innersloth,Casual,2018-11-16T00:00:00.000Z, 84% 
Tales of Zestiria,"500,000 - 1,000,000",49.99,60c18a8de0731fd74dc0a094,BANDAI NAMCO Studio Inc.,RPG,2015-10-19T00:00:00.000Z, 84% 
Fallout 2: A Post Nuclear Role Playing Game,"500,000 - 1,000,000",9.99,60c18a8de0731fd74dc0a095,Black Isle Studios,RPG,1998-12-01T00:00:00.000Z, 93% 
Revelation Online,"200,000 - 500,000",0,60c18a8de0731fd74dc0a096,Netease Games,"Free to Play,Massively Multiplayer,RPG",2017-02-27T00:00:00.000Z, 49% 
Bloons TD 5,"200,000 - 500,000",9.99,60c18a8de0731fd74dc0a097,Ninja Kiwi,"Action,Strategy",2014-11-19T00:00:00.000Z, 91% 
SpeedRunners,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a098,DoubleDutch Games,"Action,Casual,Indie,Racing,Sports",2016-04-19T00:00:00.000Z, 93% 
Nova Drift,"200,000 - 500,000",14.99,60c18a8de0731fd74dc0a099,Chimeric,"Action,Indie,Early Access",2019-03-27T00:00:00.000Z, 99% 
Hand Simulator,"1,000,000 - 2,000,000",1.99,60c18a8de0731fd74dc0a09a,HFM Games,Simulation,2017-07-18T00:00:00.000Z, 78% 
Poly Bridge,"500,000 - 1,000,000",9.99,60c18a8de0731fd74dc0a09b,Dry Cactus,"Indie,Simulation",2016-07-12T00:00:00.000Z, 88% 
Counter-Strike,"10,000,000 - 20,000,000",9.99,60c18a8de0731fd74dc0a09c,Valve,Action,2000-11-01T00:00:00.000Z, 96% 
Niche - a genetics survival game,"200,000 - 500,000",17.99,60c18a8de0731fd74dc0a09d,Stray Fawn Studio,"Indie,Simulation,Strategy",2016-09-15T00:00:00.000Z, 87% 
Soundpad,"1,000,000 - 2,000,000",0,60c18a8de0731fd74dc0a09e,Leppsoft,"Audio Production,Utilities",2016-11-09T00:00:00.000Z, 93% 
Tomb Raider,"5,000,000 - 10,000,000",19.99,60c18a8de0731fd74dc0a09f,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Adventure",2013-03-04T00:00:00.000Z, 95% 
Little Nightmares,"2,000,000 - 5,000,000",19.99,60c18a8de0731fd74dc0a0a0,Tarsier Studios,Adventure,2017-04-27T00:00:00.000Z, 88% 
The Legend of Heroes: Trails in the Sky,"200,000 - 500,000",19.99,60c18a8de0731fd74dc0a0a1,Nihon Falcom,RPG,2014-07-29T00:00:00.000Z, 91% 
圣女战旗 Banner of the Maid,"200,000 - 500,000",16.99,60c18a8de0731fd74dc0a0a2,Azure Flame Studio,"Indie,RPG,Strategy",2019-05-27T00:00:00.000Z, 83% 
VEGAS Pro 14 Edit Steam Edition,"0 - 20,000",598,60c18a8de0731fd74dc0a0a3,MAGIX Software GmbH,Video Production,2016-09-30T00:00:00.000Z, 77% 
The Legend of Heroes: Trails in the Sky SC,"100,000 - 200,000",29.99,60c18a8de0731fd74dc0a0a4,Nihon Falcom,RPG,2015-10-29T00:00:00.000Z, 97% 
Idling to Rule the Gods,"200,000 - 500,000",0,60c18a8de0731fd74dc0a0a5,Shugasu GmbH,"Casual,Indie",2016-05-27T00:00:00.000Z, 86% 
Batman: Arkham City - Game of the Year Edition,"2,000,000 - 5,000,000",19.99,60c18a8de0731fd74dc0a0a6,"Rocksteady Studios,Feral Interactive (Mac)","Action,Adventure",2012-09-07T00:00:00.000Z, 94% 
Batman: Arkham City - Game of the Year Edition,"2,000,000 - 5,000,000",19.99,60c18a8de0731fd74dc0a0a7,"Rocksteady Studios,Feral Interactive (Mac)","Action,Adventure",2012-09-07T00:00:00.000Z, 94% 
Car Mechanic Simulator 2015,"500,000 - 1,000,000",88.94,60c18a8de0731fd74dc0a0a8,Red Dot Games,"Racing,Simulation",2015-04-23T00:00:00.000Z, 90% 
Life is Feudal: Your Own,"200,000 - 500,000",19.99,60c18a8de0731fd74dc0a0a9,Bitbox Ltd.,"Action,Indie,RPG,Simulation",2015-11-17T00:00:00.000Z, 64% 
The Guild II Renaissance,"200,000 - 500,000",9.99,60c18a8de0731fd74dc0a0aa,Rune Forge,"Simulation,Strategy",2010-07-28T00:00:00.000Z, 78% 
METAL GEAR SURVIVE,"200,000 - 500,000",29.99,60c18a8de0731fd74dc0a0ab,Konami Digital Entertainment,"Action,Adventure,Strategy",2018-02-21T00:00:00.000Z, 62% 
OMSI 2: Steam Edition,"500,000 - 1,000,000",29.99,60c18a8de0731fd74dc0a0ac,MR-Software GbR,"Casual,Simulation",2013-12-11T00:00:00.000Z, 70% 
Tooth and Tail,"200,000 - 500,000",19.99,60c18a8de0731fd74dc0a0ad,Pocketwatch Games,"Action,Casual,Indie,Strategy",2017-09-12T00:00:00.000Z, 81% 
CarX Drift Racing Online,"500,000 - 1,000,000",9.99,60c18a8de0731fd74dc0a0ae,CarX Technologies,"Massively Multiplayer,Racing,Simulation,Sports",2017-11-17T00:00:00.000Z, 88% 
Orwell: Keeping an Eye On You,"1,000,000 - 2,000,000",0,60c18a8de0731fd74dc0a0af,Osmotic Studios,"Adventure,Indie,Simulation",2016-10-27T00:00:00.000Z, 92% 
Injustice: Gods Among Us Ultimate Edition,"1,000,000 - 2,000,000",19.99,60c18a8de0731fd74dc0a0b0,"NetherRealm Studios,High Voltage Software",Action,2013-11-12T00:00:00.000Z, 85% 
Superflight,"200,000 - 500,000",2.99,60c18a8de0731fd74dc0a0b1,GrizzlyGames,"Action,Casual,Indie,Racing,Sports",2017-11-08T00:00:00.000Z, 96% 
GROUND BRANCH,"200,000 - 500,000",19.99,60c18a8de0731fd74dc0a0b2,BlackFoot Studios,"Action,Indie,Early Access",2018-08-14T00:00:00.000Z, 77% 
Metro Exodus,"1,000,000 - 2,000,000",24.99,60c18a8de0731fd74dc0a0b3,4A Games,Action,2019-02-14T00:00:00.000Z, 88% 
Discord Bot Maker,"200,000 - 500,000",9.99,60c18a8de0731fd74dc0a0b4,Robert Borghese,"Utilities,Web Publishing",2017-08-21T00:00:00.000Z, 81% 
Shakes and Fidget,"1,000,000 - 2,000,000",0,60c18a8de0731fd74dc0a0b5,Playa Games GmbH,"Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Strategy",2016-02-24T00:00:00.000Z, 86% 
Hatred,"200,000 - 500,000",5.99,60c18a8de0731fd74dc0a0b6,Destructive Creations,"Action,Indie",2015-06-01T00:00:00.000Z, 77% 
天命奇御 Fate Seeker,"500,000 - 1,000,000",21.09,60c18a8de0731fd74dc0a0b7,甲山林娛樂股份有限公司,RPG,2018-08-07T00:00:00.000Z, 91% 
Regions Of Ruin,"200,000 - 500,000",11.99,60c18a8de0731fd74dc0a0b8,Vox Games,"Action,Adventure,Indie,RPG,Simulation,Strategy",2018-02-05T00:00:00.000Z, 86% 
Fury Unleashed,"50,000 - 100,000",14.99,60c18a8de0731fd74dc0a0b9,Awesome Games Studio,"Action,Adventure,Indie,RPG,Early Access",2017-02-24T00:00:00.000Z, 86% 
LoveBeat,"200,000 - 500,000",0,60c18a8de0731fd74dc0a0ba,"CRAZYDIAMOND CO., LTD.","Action,Casual,Free to Play,Massively Multiplayer",2016-01-13T00:00:00.000Z, 73% 
GUILTY GEAR XX ACCENT CORE PLUS R,"100,000 - 200,000",14.99,60c18a8de0731fd74dc0a0bb,Arc System Works,Action,2015-05-26T00:00:00.000Z, 92% 
Grimm,"1,000,000 - 2,000,000",3.99,60c18a8de0731fd74dc0a0bc,Spicyhorse Games,"Casual,Indie",2014-01-06T00:00:00.000Z, 90% 
Unfortunate Spacemen,"200,000 - 500,000",14.99,60c18a8de0731fd74dc0a0bd,"Geoff 'Zag' Keene","Action,Indie,Early Access",2016-05-06T00:00:00.000Z, 77% 
Headsnatchers,"200,000 - 500,000",14.99,60c18a8de0731fd74dc0a0be,IguanaBee,"Action,Casual,Indie,Sports,Early Access",2018-07-24T00:00:00.000Z, 79% 
Wild West Saga: Idle Tycoon Clicker,"100,000 - 200,000",0,60c18a8de0731fd74dc0a0bf,Tamasenco,"Casual,Free to Play,Indie,Simulation",2018-05-30T00:00:00.000Z, 67% 
Business Tour - Board Game with Online Multiplayer,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a0c0,Creobit,"Casual,Free to Play,Indie,Massively Multiplayer,Strategy",2017-07-27T00:00:00.000Z, 63% 
Blender,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a0c1,Blender Foundation,"Animation & Modeling,Design & Illustration,Video Production",2015-07-03T00:00:00.000Z, 96% 
DOKA 2 KISHKI EDITION,"100,000 - 200,000",0.99,60c18a8de0731fd74dc0a0c2,Agafonoff,"Action,Adventure,Casual,Indie,RPG,Simulation",2018-11-05T00:00:00.000Z, 88% 
Shank 2,"200,000 - 500,000",9.99,60c18a8de0731fd74dc0a0c3,Klei Entertainment,"Action,Adventure,Indie",2012-02-07T00:00:00.000Z, 81% 
SCP: Secret Laboratory,"5,000,000 - 10,000,000",0,60c18a8de0731fd74dc0a0c4,Northwood Studios,"Action,Free to Play",2017-12-29T00:00:00.000Z, 84% 
VRChat,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a0c5,VRChat Inc.,"Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Early Access",2017-02-01T00:00:00.000Z, 88% 
Aim Lab,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a0c6,Statespace,"Action,Adventure,Casual,Free to Play,Indie,Simulation,Early Access",2018-02-07T00:00:00.000Z, 81% 
Alien Swarm: Reactive Drop,"2,000,000 - 5,000,000",0,60c18a8de0731fd74dc0a0c7,Reactive Drop Team,"Action,Free to Play",2017-04-20T00:00:00.000Z, 93% 
Fuse,"200,000 - 500,000",0,60c18a8de0731fd74dc0a0c8,Mixamo,"Animation & Modeling,Design & Illustration,Utilities,Video Production",2013-11-06T00:00:00.000Z, 61% 
.T.E.S.T: Expected Behaviour — Sci-Fi 3D Puzzle Quest,"0 - 20,000",453.42,60c18a8de0731fd74dc0a0c9,Veslo Games,"Action,Adventure,Indie,Simulation",2018-05-03T00:00:00.000Z, 77% 
The Madness of Little Emma,"20,000 - 50,000",8.99,60c18a8de0731fd74dc0a0ca,Bartosz Bojarowski,"Action,Indie",2015-12-21T00:00:00.000Z, 78% 
Dead6hot,"200,000 - 500,000",0.99,60c18a8de0731fd74dc0a0cb,Chuck Productions,"Action,Casual",2016-02-01T00:00:00.000Z, 45% 
Ninja Stealth 2,"50,000 - 100,000",11.92,60c18a8de0731fd74dc0a0cc,SC Jogos,"Action,Adventure,Indie,Strategy",2017-01-30T00:00:00.000Z, 53% 
Botology,"50,000 - 100,000",0.99,60c18a8de0731fd74dc0a0cd,Black Lime Studio,"Action,Indie",2015-06-24T00:00:00.000Z, 29% 
"PLAYERUNKNOWN'S BATTLEGROUNDS","50,000,000 - 100,000,000",29.99,60c18a9bb726da3db502b4d5,PUBG Corporation,"Action,Adventure,Massively Multiplayer",2017-12-21T00:00:00.000Z, 49% 
DayZ,"5,000,000 - 10,000,000",44.99,60c18a9bb726da3db502b4d6,Bohemia Interactive,"Action,Adventure,Massively Multiplayer",2018-12-13T00:00:00.000Z, 61% 
EVE Online,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b4d7,CCP,"Action,Free to Play,Massively Multiplayer,RPG,Strategy",2003-05-06T00:00:00.000Z, 74% 
Devil May Cry 5,"2,000,000 - 5,000,000",59.99,60c18a9bb726da3db502b4d8,"CAPCOM Co., Ltd.",Action,2019-03-07T00:00:00.000Z, 92% 
Human: Fall Flat,"5,000,000 - 10,000,000",14.99,60c18a9bb726da3db502b4d9,No Brakes Games,"Adventure,Indie",2016-07-22T00:00:00.000Z, 91% 
They Are Billions,"1,000,000 - 2,000,000",29.99,60c18a9bb726da3db502b4da,Numantian Games,"Strategy,Early Access",2017-12-12T00:00:00.000Z, 85% 
Stonehearth,"500,000 - 1,000,000",19.99,60c18a9bb726da3db502b4db,Radiant Entertainment,"Indie,Simulation,Strategy",2018-07-25T00:00:00.000Z, 75% 
GOD EATER 3,"100,000 - 200,000",59.99,60c18a9bb726da3db502b4dc,BANDAI NAMCO Studios Inc.,Action,2019-02-07T00:00:00.000Z, 77% 
"Star Wars: Battlefront 2 (Classic, 2005)","2,000,000 - 5,000,000",9.99,60c18a9bb726da3db502b4dd,Pandemic Studios,Action,2005-11-01T00:00:00.000Z, 91% 
Battlefleet Gothic: Armada 2,"100,000 - 200,000",39.99,60c18a9bb726da3db502b4de,Tindalos Interactive,Strategy,2019-01-24T00:00:00.000Z, 72% 
RUNNING WITH RIFLES,"1,000,000 - 2,000,000",14.99,60c18a9bb726da3db502b4df,Osumia Games,"Action,Indie",2015-04-02T00:00:00.000Z, 87% 
"The Witcher: Enhanced Edition Director's Cut","2,000,000 - 5,000,000",9.99,60c18a9bb726da3db502b4e0,CD PROJEKT RED,"Action,RPG",2008-09-16T00:00:00.000Z, 85% 
Forts,"200,000 - 500,000",14.99,60c18a9bb726da3db502b4e1,EarthWork Games,"Action,Strategy",2017-04-19T00:00:00.000Z, 79% 
Northgard,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b4e2,Shiro Games,"Indie,Simulation,Strategy",2018-03-07T00:00:00.000Z, 83% 
Realm Royale,"5,000,000 - 10,000,000",0,60c18a9bb726da3db502b4e3,Heroic Leap Games,"Action,Free to Play,Early Access",2018-06-05T00:00:00.000Z, 64% 
Men of War: Assault Squad 2,"1,000,000 - 2,000,000",84.97,60c18a9bb726da3db502b4e4,Digitalmindsoft,"Action,Simulation,Strategy",2014-05-15T00:00:00.000Z, 84% 
JUMP FORCE,"200,000 - 500,000",59.99,60c18a9bb726da3db502b4e5,"Spike Chunsoft Co., Ltd.",Action,2019-02-14T00:00:00.000Z, 55% 
Ring of Elysium,"10,000,000 - 20,000,000",0,60c18a9bb726da3db502b4e6,Aurora Studio,"Action,Free to Play,Massively Multiplayer,Early Access",2018-09-19T00:00:00.000Z, 74% 
TEKKEN 7,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b4e7,BANDAI NAMCO Studios Inc.,"Action,Sports",2017-06-01T00:00:00.000Z, 81% 
Golf It!,"1,000,000 - 2,000,000",8.99,60c18a9bb726da3db502b4e8,Perfuse Entertainment,"Casual,Indie,Simulation,Sports,Early Access",2017-02-17T00:00:00.000Z, 80% 
Heroes & Generals,"10,000,000 - 20,000,000",0,60c18a9bb726da3db502b4e9,RETO MOTO,"Action,Free to Play,Indie,Massively Multiplayer,Strategy",2016-10-18T00:00:00.000Z, 65% 
DRAGON BALL FighterZ,"1,000,000 - 2,000,000",59.99,60c18a9bb726da3db502b4ea,Arc System Works,Action,2018-01-26T00:00:00.000Z, 82% 
